Codigo,NomeCatalogoAtual,NomeCadastro,DescricaoCadastro,EspecificacoesCadastro
3169,LUMINARIA LED PANEL LE003R 22W 6500K 100-240V,LUMINARIA LED PANEL LE003R 22W 6500K 100-240V,Luminária de embutir 22W LE003R Bivolt 6.500K,CÓDIGO: 3169\REFERÊNCIA: 3169\POTÊNCIA(W): 22W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 2.200\DIMENSÕES: 170x16mm\TAMANHO DO FURO: 50-140mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3170,LUMINARIA LED PANEL LE004R 30W 6500K 100-240V,LUMINARIA LED PANEL LE004R 30W 6500K 100-240V,Luminária de embutir 30W LE004R Bivolt 6.500K,CÓDIGO: 3170\REFERÊNCIA: 3170\POTÊNCIA(W): 30W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 3.000\DIMENSÕES: 220x16mm\TAMANHO DO FURO: 50-190mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3172,LUMINARIA LED PANEL LE001Q 10W 6500K 100-240V,LUMINARIA LED PANEL LE001Q 10W 6500K 100-240V,Luminária de embutir 10W LE001Q Bivolt 6.500K,CÓDIGO: 3172\REFERÊNCIA: 3172\POTÊNCIA(W): 10W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 1.000\DIMENSÕES: 100x100x16mm\TAMANHO DO FURO: 50-70mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3175,LUMINARIA PANEL LE004Q 30W 6500K 100-240V,LUMINARIA PANEL LE004Q 30W 6500K 100-240V,Luminária de embutir 30W LE004Q Bivolt 6.500K,CÓDIGO: 3175\REFERÊNCIA: 3175\POTÊNCIA(W): 30W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 3.000\DIMENSÕES: 220x220x16mm\TAMANHO DO FURO: 50-190mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3179,LUMINARIA LED PANEL LE003Q 22W 6500K 100-240V,LUMINARIA LED PANEL LE003Q 22W 6500K 100-240V,Luminária de embutir 22W LE003Q Bivolt 6.500K,CÓDIGO: 3179\REFERÊNCIA: 3179\POTÊNCIA(W): 22W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 2.200\DIMENSÕES: 170x170x16mm\TAMANHO DO FURO: 50-140mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
3181,LUMINARIA PARA PISO 1W 3000K 100-240V,LUMINARIA PARA PISO 1W 3000K 100-240V,Luminária Para Piso 1W 3000K Bivolt,CÓDIGO: 3181\REFERÊNCIA: 3181\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3182,LUMINARIA SUPER SLIM METAL 18W 60CM 6500K AC 100-240V,LUMINARIA SUPER SLIM METAL 18W 60CM 6500K AC 100-240V,Luminária Super Slim LED 18W 60 cm Bivolt 6.500K,CÓDIGO: 3182\REFERÊNCIA: 3182\POTÊNCIA(W): 18W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 1.350\DIMENSÕES: 610x75x23mm\GARANTIA: 1 ano
3183,LUMINARIA SUPER SLIM METAL 36W 120CM 6500K AC 100-240V,LUMINARIA SUPER SLIM METAL 36W 120CM 6500K AC 100-240V,Luminária Super Slim LED 36W 120 cm Bivolt 6.500K,CÓDIGO: 3183\REFERÊNCIA: 3183\POTÊNCIA(W): 36W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 6.500K\FLUXO LUMINOSO (lm): 2.700\DIMENSÕES: 1200x75x23mm\GARANTIA: 1 ano
3190,PAINEL LED EMB 62X62 45W 6500K NITROLUX,PAINEL LED EMB 62X62 45W 6500K NITROLUX,Painel de embutir LED 62x62cm 45W Bivolt 6500K,CÓDIGO: 3190\REFERÊNCIA: 3190\POTÊNCIA(W): 45W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 3.600\IRC: 80\ TEMP. COR(K): 6.500K\DIMENSÕES: 62x62x3cm\GARANTIA: 1 ano
3191,LUMI PAINEL LED EMBUTIR 32X122cm 48W 6500K ALUM,LUMI PAINEL LED EMBUTIR 32X122cm 48W 6500K ALUM,Painel LED de embutir 32x122cm 48W 6500K,CÓDIGO: 3191\REFERÊNCIA: 3191\POTÊNCIA(W): 48W\TENSÃO(V): 100-240V\FLUXO LUMINOSO (lm): 3.840\IRC: 80\ TEMP. COR(K): 6.500K\DIMENSÕES: 32x122x3cm\GARANTIA: 1 ano
3192,LUM ARANDELA AL14-BR 6W 3000K BR,LUM ARANDELA AL14-BR 6W 3000K BR,Luminária Arandela LED AL14 6W 3000K Branca,CÓDIGO: 3192\REFERÊNCIA: 3192\POTÊNCIA(W): 6W\COR: Branca\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3193,LUM ARANDELA AL14-PR 6W 3000K PRETA,LUM ARANDELA AL14-PR 6W 3000K PRETA,Luminária Arandela LED AL14 6W 3000K Preta,CÓDIGO: 3193\REFERÊNCIA: 3193\POTÊNCIA(W): 6W\COR: Preta\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3194,LUM ARANDELA AL14-MR 6W 3000K MARROM,LUM ARANDELA AL14-MR 6W 3000K MARROM,Luminária Arandela LED AL14 6W 3000K Marrom,CÓDIGO: 3194\REFERÊNCIA: 3194\POTÊNCIA(W): 6W\COR: Marrom\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3196,LUM BALIZADOR LED BC-BL03B 2W 3000K,LUM BALIZADOR LED BC-BL03B 2W 3000K,Luminária Balizador LED BC-BL03B 2W 3000K,CÓDIGO: 3196\REFERÊNCIA: 3196\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3197,LUM BALIZADOR LED BC-BL04B 2W 3000K,LUM BALIZADOR LED BC-BL04B 2W 3000K,Luminária Balizador LED BC-BL04B 2W 3000K,CÓDIGO: 3197\REFERÊNCIA: 3197\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3204,LUMINARIA LED ARANDELA LA-001 SMD 12W 4000K,LUMINARIA LED ARANDELA LA-001 SMD 12W 4000K,Luminária Arandela LED LA-001 SMD 12W 4000K,CÓDIGO: 3204\REFERÊNCIA: 3204\POTÊNCIA: 12W\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3205,LUMINARIA LED ARANDELA LA-002 SMD 20W 4000K,LUMINARIA LED ARANDELA LA-002 SMD 20W 4000K,Luminária Arandela LED LA-002 SMD 12W 4000K,CÓDIGO: 3205\REFERÊNCIA: 3205\POTÊNCIA: 20W\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3206,LUMINARIA LED TETO LP-013 SMD 50W 4000K,LUMINARIA LED TETO LP-013 SMD 50W 4000K,Luminária LED de Teto Pendente LP-013 SMD 50W 4000K,CÓDIGO: 3206\REFERÊNCIA: 3206\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3207,LUMINARIA LED PENDENTE LP-014 SMD 50W 4000K,LUMINARIA LED PENDENTE LP-014 SMD 50W 4000K,Luminária LED de Teto Pendente LP-014 SMD 50W 4000K,CÓDIGO: 3207\REFERÊNCIA: 3207\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3208,LUMINARIA LED PENDENTE LP-015 SMD 50W 4000K,LUMINARIA LED PENDENTE LP-015 SMD 50W 4000K,Luminária LED de Teto Pendente LP-015 SMD 50W 4000K,CÓDIGO: 3208\REFERÊNCIA: 3208\TEMPERATURA DE COR: 4000K\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3212,LUMINARIA LED PENDENTE LT-301 E27x1 VIDRO,LUMINARIA LED PENDENTE LT-301 E27x1 VIDRO,Luminária Pendente LT-301 Soquete E27,CÓDIGO: 3212\REFERÊNCIA: 3212\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3213,LUMINARIA LED PENDENTE NT-300 E27x1 VIDRO,LUMINARIA LED PENDENTE NT-300 E27x1 VIDRO,Luminária Pendente NT-300 Soquete E27,CÓDIGO: 3213\REFERÊNCIA: 3213\BASE: E27\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3214,LUSTRE LTA-001 E14x5 AMBAR,LUSTRE LTA-001 E14x5 AMBAR,Lustre LTA-001 E14x5 Ambar,CÓDIGO: 3214\REFERÊNCIA: 3214\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3215,LUSTRE LTA-002 E14x8 AMBAR,LUSTRE LTA-002 E14x8 AMBAR,Lustre LTA-002 E14x8 Ambar,CÓDIGO: 3215\REFERÊNCIA: 3215\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3216,LUSTRE LTA-003 E14x12 AMBAR,LUSTRE LTA-003 E14x12 AMBAR,Lustre LTA-003 E14x12 Ambar,CÓDIGO: 3216\REFERÊNCIA: 3216\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3217,LUSTRE LTA-004 E14x15 AMBAR,LUSTRE LTA-004 E14x15 AMBAR,Lustre LTA-004 E14x15 Ambar,CÓDIGO: 3217\REFERÊNCIA: 3217\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3218,LUSTRE LTA-005 E14x5 AMBAR,LUSTRE LTA-005 E14x5 AMBAR,Lustre LTA-005 E14x5 Ambar,CÓDIGO: 3218\REFERÊNCIA: 3218\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3219,LUSTRE LTA-006 E14x8 AMBAR,LUSTRE LTA-006 E14x8 AMBAR,Lustre LTA-006 E14x8 Ambar,CÓDIGO: 3219\REFERÊNCIA: 3219\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3220,LUSTRE LTA-007 E14x12 AMBAR,LUSTRE LTA-007 E14x12 AMBAR,Lustre LTA-007 E14x12 Ambar,CÓDIGO: 3220\REFERÊNCIA: 3220\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3221,LUSTRE LTA-008 E14x15,LUSTRE LTA-008 E14x15,Lustre LTA-008 E14x15,CÓDIGO: 3221\REFERÊNCIA: 3221\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3222,LUSTRE LTB-001 E14x6,LUSTRE LTB-001 E14x6,Lustre LTB-001 E14x6,CÓDIGO: 3222\REFERÊNCIA: 3222\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3223,LUSTRE LTB-002 E14x8,LUSTRE LTB-002 E14x8,Lustre LTB-002 E14x8,CÓDIGO: 3223\REFERÊNCIA: 3223\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3225,LUMINARIA ATOMUS DOURADO MD 42901A-12 E27x12,LUMINARIA ATOMUS DOURADO MD 42901A-12 E27x12,Luminária Atomus Dourada 40W Soquete E27,CÓDIGO: 3225\REFERÊNCIA: 3225\POTÊNCIA(W): 40W\TENSÃO(V): 100-240V\DIMENSÕES: Ø650x580mm\GARANTIA: 1 ano
3227,LUMINARIA ATOMUS PRETA MX 60572-14 E27X14,LUMINARIA ATOMUS PRETA MX 60572-14 E27X14,Luminária Pendente Atomus Preta 40W Soquete E27,CÓDIGO: 3227\REFERÊNCIA: 3227\POTÊNCIA(W): 40W\TENSÃO(V): 100-240V\DIMENSÕES: Ø650x580mm\GARANTIA: 1 ano
3229,LUMINARIA EMBUTIR QUAD PL-005A 25W BIVOLT 3000K,LUMINARIA EMBUTIR QUAD PL-005A 25W BIVOLT 3000K,Luminária de embutir 25W PL-005A Bivolt 3.000K,CÓDIGO: 3229\REFERÊNCIA: 3229\POTÊNCIA(W): 25W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3.000K\FLUXO LUMINOSO (lm): 1.950\DIMENSÕES: 295x295x11mm\TAMANHO DO FURO: 280x280mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3230,LUMINARIA SOBREPOR QUAD LT12J 12W BIVOLT 3000K,LUMINARIA SOBREPOR QUAD LT12J 12W BIVOLT 3000K,Luminária de sobrepor 12W NL-LT0012J Bivolt 3000K,CÓDIGO: 3230\REFERÊNCIA: 3230\POTÊNCIA(W): 12W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 3000K\FLUXO LUMINOSO (lm): 900\DIMENSÕES: 155x155x28mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3232,REFLETOR LED 50W VERDE,REFLETOR LED 50W VERDE,Refletor LED 30W Bivolt Verde SMD,CÓDIGO: 3232\REFERÊNCIA: 3232\POTÊNCIA(W): REFLETOR 30W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: Verde\FLUXO LUMINOSO (lm): 3.800\DIMENSÕES: 164x118x20mm\GARANTIA: 1 ano
3233,REFLETOR LED 10W VERDE,REFLETOR LED 10W VERDE,Refletor LED 10W Bivolt Verde SMD,CÓDIGO: 3233\REFERÊNCIA: 3233\POTÊNCIA(W): REFLETOR 10W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: Verde\DIMENSÕES: 88x64x18mm\GARANTIA: 1 ano
3234,REFLETOR LED 30W VERDE,REFLETOR LED 30W VERDE,Refletor LED 30W Bivolt verde,CÓDIGO: 3234\REFERÊNCIA: 3234\POTÊNCIA(W): 30W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: VERDE\DIMENSÕES: 164x118x20mm\GARANTIA: 1 ano
3235,LUMINARIA LUSTRE LTX-001 SMD 36W 3000K/4000K/6000K,LUMINARIA LUSTRE LTX-001 SMD 36W 3000K/4000K/6000K,Lustre LTX-001 SMD 36W 3em1,CÓDIGO: 3235\REFERÊNCIA: 3235\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
3236,LUMINARIA LUSTRE LTM01 GU10 112W 4000K,LUMINARIA LUSTRE LTM01 GU10 112W 4000K,Lustre LTM01 GU10 112W 4000K,CÓDIGO: 3236\REFERÊNCIA: 3236\POTÊNCIA(W): 112W\BASE: GU10\TENSÃO(V): 100-240V\TEMP. COR(K): 4.000K\GARANTIA: 1 ano
3237,LUMINARIA LUSTRE LTM02 GU10 63W 4000K,LUMINARIA LUSTRE LTM02 GU10 63W 4000K,Lustre LTM02 GU10 63W 4000K,CÓDIGO: 3237\REFERÊNCIA: 3237\POTÊNCIA(W): 63W\BASE: GU10\TENSÃO(V): 100-240V\TEMP. COR(K): 4.000K\GARANTIA: 1 ano
3238,LUMINARIA LUSTRE LTM03 GU10 56W 4000K,LUMINARIA LUSTRE LTM03 GU10 56W 4000K,Lustre LTM03 GU10 56W 4000K,CÓDIGO: 3238\REFERÊNCIA: 3238\POTÊNCIA(W): 56W\BASE: GU10\TENSÃO(V): 100-240V\TEMP. COR(K): 4.000K\GARANTIA: 1 ano
3239,LUMINARIA LUSTRE LTM04 GU10 98W 4000K,LUMINARIA LUSTRE LTM04 GU10 98W 4000K,Lustre LTM04 GU10 98W 4000K,CÓDIGO: 3239\REFERÊNCIA: 3239\POTÊNCIA(W): 98W\BASE: GU10\TENSÃO(V): 100-240V\TEMP. COR(K): 4.000K\GARANTIA: 1 ano
3247,LAMP FILAMENTO LED B35 4W BIVOLT 2200K E27,LAMP FILAMENTO LED B35 4W BIVOLT 2200K E27,Lâmpada com Filamento LED B35 4W Bivolt 2200K E27,CÓDIGO: 3247\REFERÊNCIA: 3247\POTÊNCIA(W): 4W\BASE: E27\TENSÃO(V): 100-240V\ TEMP. COR(K): 2.200K\GARANTIA: 1 ano
3248,LAMPADA LED FILAMENTO G95 E27 6W 2200K 100-240V AMBAR,LAMPADA LED FILAMENTO G95 E27 6W 2200K 100-240V AMBAR,Lâmpada com Filamento LED G95 6W Bivolt 2200K Socket E27,CÓDIGO: 3248\REFERÊNCIA: 3248\POTÊNCIA(W): 6W\BASE: E27\TENSÃO(V): 100-240V\ LUMENS(lm): 360lm\TEMP. COR(K): 2.200K\GARANTIA: 1 ano
3249,LAMPADA LED FILAMENTO G125 E27 6W 2200K 100-240V AMBA,LAMPADA LED FILAMENTO G125 E27 6W 2200K 100-240V AMBA,Lâmpada com Filamento LED G125 6W Bivolt 2200K Socket E27,CÓDIGO: 3249\REFERÊNCIA: 3249\POTÊNCIA(W): 6W\BASE: E27\TENSÃO(V): 100-240V\ LUMENS(lm): 360lm\TEMP. COR(K): 2.200K\GARANTIA: 1 ano
3250,LUMINARIA ARANDELA AL10 6W 3000K BRANCA,LUMINARIA ARANDELA AL10 6W 3000K BRANCA,Luminária Arandela LED AL10 6W 3000K Cor Branca,CÓDIGO: 3250\REFERÊNCIA: 3250\POTÊNCIA(W): 6W\COR: Branca\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3251,LUMINARIA ARANDELA AL10 6W 3000K PRETA,LUMINARIA ARANDELA AL10 6W 3000K PRETA,Luminária Arandela LED AL10 6W 3000K Cor Preta,CÓDIGO: 3251\REFERÊNCIA: 3251\POTÊNCIA(W): 6W\COR: Preta\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3252,LUMINARIA ARANDELA AL10 6W 3000K MARROM,LUMINARIA ARANDELA AL10 6W 3000K MARROM,Luminária Arandela LED AL10 6W 3000K Cor Marrom,CÓDIGO: 3252\REFERÊNCIA: 3252\POTÊNCIA(W): 6W\COR: Marrom\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 3.000K\FLUXO LUMINOSO (lm): 360\DIMENSÕES: 120x120x50mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
3257,LUMINARIA PENDENTE LED LP-016 40W 4000K,LUMINARIA PENDENTE LED LP-016 40W 4000K,Luminária Pendente LED LP-016 40W 4000K Bivolt,CÓDIGO: 3257\REFERÊNCIA: 3257\POTÊNCIA(W): 40W\TENSÃO(V): 100-240V\ TEMP. COR(K): 4.000K\DIMENSÕES: 75x30x120cm\GARANTIA: 1 ano
4000,LUMINARIA PENDENTE LED LA-001P 12W 4000K,LUMINARIA PENDENTE LED LA-001P 12W 4000K,Luminária Arandela LED LA-001P SMD 12W 4000K,CÓDIGO: 4000\REFERÊNCIA: 4000\POTÊNCIA: 12W\TENSÃO(V): 100-240V\GARANTIA: 1 ano
4001,LUMINARIA PENDENTE LED LA-002P 20W 4000K,LUMINARIA PENDENTE LED LA-002P 20W 4000K,Luminária Arandela LED LA-002P SMD 12W 4000K,CÓDIGO: 4001\REFERÊNCIA: 4001\POTÊNCIA: 20W\TENSÃO(V): 100-240V\GARANTIA: 1 ano
4002,LUMINARIA PENDENTE LED LP-013P 50W 4000K,LUMINARIA PENDENTE LED LP-013P 50W 4000K,Luminária LED de Teto Pendente LP-013P SMD 50W 4000K,CÓDIGO: 4002\REFERÊNCIA: 4002\POTÊNCIA: 50W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
4008,ILUMINAÇÃO PÚBLICA 50W SLIM 6500K AC100-240V,ILUMINAÇÃO PÚBLICA 50W SLIM 6500K AC100-240V,Luminária para Iluminação Pública 50W 6500K,CÓDIGO: 4008\REFERÊNCIA: 4008\POTÊNCIA: 50W\ TEMPERATURA DE COR: 6500K\DIMENSÕES: 160x380x41mm\GARANTIA: 5 anos
4009,ILUMINAÇÃO PÚBLICA 100W SLIM 6500K AC 100-240V,ILUMINAÇÃO PÚBLICA 100W SLIM 6500K AC 100-240V,Luminária para Iluminação Pública 100W 6500K,CÓDIGO: 4009\REFERÊNCIA: 4009\POTÊNCIA: 100W\ TEMPERATURA DE COR: 6500K\DIMENSÕES: 230x480x47mm\GARANTIA: 5 anos
4010,ILUMINAÇÃO PÚBLICA 150W SLIM 6500K AC 100-240V,ILUMINAÇÃO PÚBLICA 150W SLIM 6500K AC 100-240V,Luminária para Iluminação Pública 150W 6500K,CÓDIGO: 4010\REFERÊNCIA: 4010\POTÊNCIA: 150W\ TEMPERATURA DE COR: 6500K\DIMENSÕES: 230x480x47mm\GARANTIA: 5 anos
4011,LUMINARIA PARA PISO 3W 3000K,LUMINARIA PARA PISO 3W 3000K,Luminária Para Piso 3W 3000K Bivolt,CÓDIGO: 4011\REFERÊNCIA: 4011\TENSÃO(V): 100-240V\DIMENSÕES: 100x80mm\TAMANHO DO FURO: 80mm\VIDA ÚTIL: 20.000h\GARANTIA: 1 ano
4012,LUMINARIA LUSTRE LED LTP-006 SMD 36W 3 EM 1,LUMINARIA LUSTRE LED LTP-006 SMD 36W 3 EM 1,Lustre LTP-006 SMD 36W 3 em 1,CÓDIGO: 4012\REFERÊNCIA: 4012\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
4014,LUMINÁRIA EMBUTIR PL-004A 18W 4000K,LUMINÁRIA EMBUTIR PL-004A 18W 4000K,Luminária de embutir PL-004A 18W Bivolt 4000K,CÓDIGO: 4014\REFERÊNCIA: 4014\POTÊNCIA(W): 18W\TENSÃO(V): 100-240V\IRC: 70\ TEMP. COR(K): 4000K\FLUXO LUMINOSO (lm): 1450\FATOR DE POTÊNCIA:>0.5\DIMENSÕES: 220x220x11mm\VIDA ÚTIL: 15.000h\GARANTIA: 1 ano
4017,REFLETOR LED SOLAR 70W 6000-6500K,REFLETOR LED SOLAR 70W 6000-6500K,Refletor Led Solar 70W 6000-6500K,"CÓDIGO: 4017\REFERÊNCIA: 4017\POTÊNCIA: 70W\BATERIA LÍTIO: 12AH 3.2V\PAINEL SOLAR: Polissilício 18W 6V\ TEMPRATURA DE COR: 6000-6500K\ACENDIMENTO: Automático com sensor de luminosidade ou com controle remoto\ MATERIAL: Alumínio Fundido\ÂNGULO DE FEIXE: 120°\DURAÇÃO DA BATERIA: Até 12h\ PROTEÇÃO: IP65\DIMENSÕES REFLETOR: 20,7x25,4x6cm\DIMENSÕES PAINEL: 35x35x1,7cm\GARANTIA: 2 anos"
4020,LUMINÁRIA LUSTRE LTP-007 SMD 66W 3 EM 1,LUMINÁRIA LUSTRE LTP-007 SMD 66W 3 EM 1,Lustre LTP-007 SMD 66W 3 em 1,CÓDIGO: 4020\REFERÊNCIA: 4020\BASE: SMD\POTÊNCIA: 66W\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5010,REFLETOR HOLOFOTE 10W 6500K,REFLETOR HOLOFOTE 10W 6500K,Refletor Holofote 10W 6500K,CÓDIGO: 5010\REFERÊNCIA: 5010\POTÊNCIA(W): 10W\COR: Preto\TENSÃO(V): 100 ~ 240V\PROTEÇÃO: IP65\TEMP. COR: 6.500K\FLUXO LUMINOSO (lm): 800\DIMENSÕES: 93x77x30mm\GARANTIA: 1 ano
5017,LUMINÁRIA PENDENTE LPL-001D 4000K 20W,LUMINÁRIA PENDENTE LPL-001D 4000K 20W,Luminária LED Pendente LPL-001D SMD 4000K 20W,CÓDIGO: 5017\REFERÊNCIA: 5017\TEMPERATURA DE COR: 4000K\POTÊNCIA: 20W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5018,LUMINÁRIA PENDENTE LPL-001P 4000K 20W,LUMINÁRIA PENDENTE LPL-001P 4000K 20W,Luminária LED Pendente LPL-001P SMD 4000K 20W,CÓDIGO: 5018\REFERÊNCIA: 5018\TEMPERATURA DE COR: 4000K\POTÊNCIA: 20W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5019,LUMINÁRIA PENDENTE LPL-002D 4000K 30W,LUMINÁRIA PENDENTE LPL-002D 4000K 30W,Luminária LED Pendente LPL-002D SMD 4000K 30W,CÓDIGO: 5019\REFERÊNCIA: 5019\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5020,LUMINÁRIA PENDENTE LPL-002P 4000K 30W,LUMINÁRIA PENDENTE LPL-002P 4000K 30W,Luminária LED Pendente LPL-002P SMD 4000K 30W,CÓDIGO: 5020\REFERÊNCIA: 5020\TEMPERATURA DE COR: 4000K\POTÊNCIA: 30W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5021,LUMINÁRIA PENDENTE LPL-003D 4000K 45W,LUMINÁRIA PENDENTE LPL-003D 4000K 45W,Luminária LED Pendente LPL-003D SMD 4000K 45W,CÓDIGO: 5021\REFERÊNCIA: 5021\TEMPERATURA DE COR: 4000K\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5022,LUMINÁRIA PENDENTE LPL-003P 4000K 45W,LUMINÁRIA PENDENTE LPL-003P 4000K 45W,Luminária LED Pendente LPL-003P SMD 4000K 45W,CÓDIGO: 5022\REFERÊNCIA: 5022\TEMPERATURA DE COR: 4000K\POTÊNCIA: 45W\BASE: SMD\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5023,LUMINÁRIA DE EMERGÊNCIA 6500K 2W 30LEDS,LUMINÁRIA DE EMERGÊNCIA 6500K 2W 30LEDS,Luminária de emergência 30 Leds 2W Bivolt 6500K cor branca,"CÓDIGO: 5023\REFERÊNCIA: 5023\POTÊNCIA(W): 2W\TENSÃO(V): 100-240V\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 60~100\DIMENSÕES: 203X54,2X27,5mm\BATERIA: 3,7V/12000mAh\ AUTONOMIA MIN: 4 Horas\ AUTONOMIA MAX: 6 Horas\GARANTIA: 6 meses"
5024,LUMINÁRIA DE EMERGÊNCIA 6500K 4W 40LEDS,LUMINÁRIA DE EMERGÊNCIA 6500K 4W 40LEDS,Luminária de emergência 40 Leds 4W Bivolt 6500K cor branca,"CÓDIGO: 5024\REFERÊNCIA: 5024\POTÊNCIA(W): 4W\TENSÃO(V): 100-240V\ TEMP. COR(K): 6500K\FLUXO LUMINOSO (lm): 150~350\DIMENSÕES: 170X40X162mm\BATERIA: 3,7V/2200mAh\ AUTONOMIA MIN: 3 Horas\ AUTONOMIA MAX: 5 Horas\GARANTIA: 6 meses"
5025,LUSTRE LTB-003 E14X5,LUSTRE LTB-003 E14X5,Lustre LTB-003 E14x5,CÓDIGO: 5025\REFERÊNCIA: 5025\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
5026,LUSTRE LTB-001A E14X6,LUSTRE LTB-001A E14X6,Lustre LTB-001A E14x6,CÓDIGO: 5026\REFERÊNCIA: 5026\BASE: E14\TENSÃO(V): 100-240V\GARANTIA: 1 ano
